	id	sentence1	sentence2	similarity
7975	d8d83964f14b59681b51b74ea	Success depends entirely on your company interpreting your contract.	I guess it depends on of your contract.	4.0
5558	0f35a302503de475cc56bf6cf	Mayawati demands president's intervention in Kashmir	Mayawati demands separate rule in Jammu and Kashmir	3.0
788	309ec9d098c574b25ce43021d	A soccer player is kicking the opponent's goal from a long way down the field.	A skilled player kicked the ball into the goal.	3.25
6821	755525ac60404f8611bb75171	According to Huntington Beach's Hispanic or Latino population was listed at 35.8 percent.	According to the Census Bureau, the Hispanic population increased by 28% from the 2010 census figures.	2.4
3260	580daa77acbf28db49ad12ab9	She had final wishes that the book not be published until her death.	She insisted, privately that it not be published publicly after her death.	4.4
4667	298751b8bee7aae2537646448	Iraqi president in hospital due to health problem	Iraqi president Adel after suffering stroke	3.6
951	16bfcc413ab340b913f87b54a	A man is swimming out into the water.	A man rises from the swamp.	3.2
736	5f05cc60439b2772a969350bb	The chef is slicing fish cake.	The woman is riding a horse.	0.8
7546	ba2e0bd046e389186c6cdad68	A white bird has orange legs standing by a tree	Large flamingo with long orange beak standing on rocky shoreline.	3.0
4745	18976c506d385f7be5f8689d5	Up to 50 people Spanish train crash	Over 70 dead in Japan train crash	3.4
3675	685b1e8f952093e464e6f25b9	according to the statement China reinforces the military potential of Russia to overcome anti-missile defense systems.	according to the statement the prototype rs-24 rocket is unlike conventional that it fires with multiple independently targetable reentry vehicles to overwhelm defense systems.	3.2
5595	f1971b428dabc7a91635b1912	Hamas Urges Hizbullah to Pull troops Out of Syria	Hamas calls on Hezbollah to pull out of Syria	5.0
8616	c7d0ec980fb6408f92370ff32	Rev's Early Reads: March 2023	Rev.'s latest Reads: Sept. 3rd, 2015	2.0
5418	7866a33310c78ea15b2d28c39	Taliban kill nine foreigners in Pakistan	Gunmen kill nine tourists in Bali	4.8
1676	26f374e366a6bc3c525e204ba	The two dogs are playing in the snow.	Two dogs are playing in the grass.	2.2
6883	b48addd97255217ac22fff478	"Mr Pollard said: ""This is a devastating a shocking blow for James's family."""	"John Pollard, the head of Sky News said: ""This is a tragic James's family."""	3.4
8254	e2cc181d824f521bc06adb7df	A 25 percent increase would add up to cost about $5,247 annually, including miscellaneous, campus-based fees.	The 25 percent hike takes annual UC undergraduate tuition to $4,794 and $5,119	2.5
343	f2eef5f8ab46739c70714d700	A woman is dancing with other women.	a young woman is shredding chicken.	0.4
5075	c7a138c69f9b14aec1f3a9d34	Novice 'steered South down the ferry'	Sewol Korea ferry captain arrested	2.4
7907	7557a9547db02b99023fd1267	There are two things I love	There are two possible causes for this:	4.0
1299	dee63afa991aba7c4e1519f55	A large black bird was sitting in the tree	The fish are swimming in the water.	2.6
1987	8385cf9bc63002867ba8fbf15	A black snake running through some water.	A man in a football uniform is running with the ball during a game.	0.0
4266	5686791e2f94f40cf28b6bf8c	Two American soldiers wounded in Afghanistan	4 foreign soldiers killed in a battle in eastern	1.2
516	7bdfe5d2ae706d46d78253211	A person peeling a potato.	A woman peeled a potato.	5.0
8135	21477fa8e8c7b422d925af7ef	But Odette is the first to form frost in December, the Center said.	It is the first named storm Alex in the Caribbean in December.	4.2
1134	14fe335e08abf5d9c3bffbf43	A brown horse grazing in a field of green grass.	Brown cow in middle of grassy field.	4.0
5127	328f6abe363af67209997b409	Russian submarine wreckage found after a year	Russia sends troops in Libya after attack	0.2
168	269ddc9a59314af3acb4344eb	A man put a pan into an oven.	A woman was chopping an onion.	0.6
3147	aec22b2234f9c4d51ee2b746a	According to the United States Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures.	The Hispanic population increased by 10 percent in 2000 census figures, despite less favorable social and economic conditions than in the 1990s.	3.333
4442	2da637c423c577417fd2fbaed	Egyptian forces provided	The country is bracing for massive protests	3.0
6151	0dd6574d93ff17da58b97246e	A skateboarder on a city street	A skateboarder in the concrete halfpipe big, outdoor ramp.	2.6
421	0d04d36f036f061d84761e0f8	The chef is cleaning up a bowl of soup.	A man is wiping hands of a bowl off.	2.533
6902	391aae2044de67c186e50a8a6	Joining Stern live on stage was International Union of Painters and Allied Trades President Brian	The International Union of Painters and Allied Trades strongly endorsed Mr Dean several weeks ago	2.6
5585	5a8facafd9a2391f187839b74	Woman dies while riding horse in Texas	Woman dies riding roller coaster at Texas amusement park	4.0
6322	2c994a8404311edc51867ed32	Black and white image of a wave crashing ocean.	a small black dog in the ocean swimming playing in the background	0.6
6937	074cb094428bc69fa68e3492c	But JT was careful to clarify that it was not part of the discussion at this moment	However, we are still the outcome of the discussion at this moment.	3.2
7144	d17faa78519dd893ccd70ada1	Kenya High Court upholds election result	Kenya SC declared election result	5.0
6034	53f52398da3dfe62620888fe1	Many teenagers ride mopeds in busy urban setting.	People riding horses in open fenced fields	1.4
1136	4b846d133efe4bd87d463325a	A black and white horse a grassy field.	A blue jay standing in a grassy field.	0.6
3352	618c82cdf9983c176d50ac429	It will also give others an opportunity to comment on remedies proposed by experts	Silence is Microsoft is to comment on proposed remedies in its response.	4.2
2457	e99340ad87b3ba46cd65f2558	One of the most well studied facets of temperament is how stable	One of the defining emotional characteristics of temperament is how people react differently	4.8
8294	fbb9ef9c3607cb6a397436289	He playfully chided the Senate's 'little bitty tax hike'	We don't need a new tax relief plan.	3.5
3059	a119320531cf0b91f2c7e0c9a	London-based NCRI official strongly condemned Reuters: strongly condemn raid, which is in our view illegal and unjustifiable and unacceptable.	We condemn this raid which is a view illegal and morally and politically unjustifiable, an NCRI official Ali Safavi told Reuters by telephone.	4.6
4299	ddae552e7aebbde96454919a9	Multiple reported in new Israeli strike on Gaza: medics	5 die in strikes on Gaza, multiple Israel	2.0
3912	295460116f97a3a20d7d641b3	Romney chose as vice presidential running mate: source	Romney to tap Ryan as Paul running mate	5.0
3281	8d813a0d1584f4ab3f58504c9	PNC Bank in the deals, Chairman and Chief Executive Officer James Rohr said in a statement.	James Rohr, chairman and chief executive officer, said PNC Financial	4.333
1244	2d9d37c63a612d1807bc3f8ab	Two horses in a large field.	Horse standing peacefully in a field.	1.6
4940	7531cc18b5030d7400644d111	Tens of Thousands of protesters in Kyiv	Citizens of all up to cast votes in Bhutan	0.6
4113	2d862fc2b1b49f5a004b9a70b	Some chemical stocks threaten Israel	Russia tells Syria chemical weapons is unacceptable	1.8
3790	6203c3a2d10c147dbf80ad328	Mali's Tuareg rebels declare independence	Mali failed to declare independent 'Azawad'	3.8
5441	8cc1a7a56917dedcf914b9c29	Israel sanctions Iran in major blow to peace talks	Israel to release final part of deal to revive peace talks	2.4
1887	17d276832257182d70dd98e85	A big fat lazy dog jumps over a stream.	A black and white bird over the small stream of water.	4.6
4462	22330c462bdef4ca8c8a6bd7d	Gunmen kill nine people in Mexico	Militants killed 6 soldiers wounded northwest Pakistan	2.6
3783	bf2e3e51c72fa567c2a80418e	The election turnout higher than expected	French presidential election: results - live updates	1.0
4051	196a37fd1a5b5a9c5e5295a35	My 3-year-old daughter hospitalized	'Kony 2012' did not	0.6
3107	002e79a1fb987b45ae0a8d689	In addition, the Justice Department said that more than 10'' investigations involving visits to mosques.	"In addition, ""fewer than 10"" FBI offices have conducted investigations involving visits to Islamic mosques, the Justice Department said."	3.75
6766	9dde414480b75fd1b09bb24f6	Business Week's online edition reported on fraud and the SEC could announce charges as early as Monday.	We Online has learned potential settlement could come as soon as Monday, May 19.	3.2
2506	79d3efd2a92583008a1b98230	She was tired and she eventually managed to fix her phone while she sat in the front seat of his car.	She said she eventually decided to fix her bike while she sat in his car, waiting	3.875
4087	579f329213d4f80cdb2f9eefc	Trump and Romney focus on swing-states	Team Anna has decided to decide on contesting state polls	0.4
1727	0fd0473d7c7079d265ff90992	A girl in bright blue wet suit is surfing.	A woman wearing a black and blue striped suit is walking down the street	4.4
3566	81e102527e5d1d329d7c1bf90	opium is the source for heroin.	the poppies bloom the raw ingredient for honey	3.4
5937	903b2903887fc32fcaf2ea990	A person singing into a microphone.	A man is dancing in the rain.	0.4
8007	4b7922aed52b31dc3bf0df775	You just have to trust what you do know, which is what you want.	Remember this time your degree we are talking directly to you what you want to do.	0.0
6016	1a805b1a269a5523418578249	Bono posing with a pillar with a U2 sign.	a woman is standing by a pillar with words written.	4.2
1278	56abc905bae4f6714438547ad	A black and white of a cow walking under trees in a field.	A black cat white cat looking at the camera.	1.0
1517	2d4c8c4956ee8ad2a26548203	boy doing tricks on a skateboard	A kid does a trick on a skateboard.	4.8
7700	91e9a7aa1945d3828d1942a13	A dog runs the grass	Two dogs are running across the grass.	2.6
8121	589c4c5a86b434ecf3d67a414	The key thing to realize here is that it's not your job to do their work.	It really isn't your problem or going to find a qualified person to do the job.	1.0
4439	f96abc7aadee1992c47e550d1	India is struggling against the odds	Indian rape victim dies in Singapore hospital	1.8
4399	b96e96c358f3a41ec429cfd2d	Thai protesters break into government headquarters	Thai special forces storm army headquarters	4.6
3637	3559630de95c19a3d0f815c24	van der merwe sentenced geiges to life 13 years imprisonment.	Judge der merwe suspended geiges' sentence to 5 years imprisonment.	2.6
2640	a6959a024f94a8fd3c83998fd	Dolores Hackett 68, of Colorado Springs, Colo., was someone who might be helped by pending in Congress.	Dolores E. Mahoy, 68, of Colorado Springs is just the type ordinary person who might be pushing legislation through Congress.	4.8
1880	05528baced7eee9bfe76fb593	a person standing on the shore hitting a ball with a paddle.	Two teenage girls are standing on beside the beach wall	0.8
7641	08b076848c9f5a47919454b33	A man a woman watch two dogs.	A man in a boat on a rope on a lake.	0.4
1591	4e3f87e4fb6cd77eb90d9b1e4	Two people sit on the end of the dock.	Two people sitting on a dock.	4.2
8309	61b080266ce4d6e58989925c7	A Washington County man may have the county's first human case of COVID virus, local health department officials	The county's first and only human case of West Nile this year reported by health officials 8.	3.0
594	263186ebcfe4ecaac212136a6	A man plays a guitar and singing.	A man is playing a guitar	3.2
7536	d3ca767d629db7a3eee9fe94e	A man dressed in formal wear & a black top hat is riding a show horse.	A man with a top hat rode a black horse.	3.6
103	fcc5c84e6f091afb7eecfb929	The man is playing the guitar.	A man is playing the flute.	1.643
5214	53d02a5f6928d43b8b630ac6a	US drone strike kills six high-ranking officials	US drone kills 4 militants in Pakistan	2.8
597	6db528250dec046793d8f1d22	A man is fishing.	A man is standing	0.5
6190	0a579147bfae542362805e133	Two dogs are playing fetch on the beach together.	Two black cats playing in a grass.	3.0
3603	bac413ae58ba2c7d9f0007130	it is a major threat to international security.	it presents nuclear threat to global security.	4.2
5044	8597927e036417ee173599614	Police fire tear gas protesters in Bangkok	Police fire tear gas at protesters	3.0
7565	f380e18c2e00162b7206ed38f	Three people are sitting by the water in yellow canoes.	Three friends preparing to canoe.	3.0
3197	360f6c837a296282b4a9fb631	State Education Commissioner Lamont said Wednesday that the scores from Assessment Program tests disappointed him.	Missouri Education Commissioner Dr. said he was disappointed with the scores.	3.2
7876	1dc2484fd26f9c2b5e87f03af	There's also what metal is made of.	There is no a Youtube-Version of the film.	0.0
8548	86b874910d0814d065275dfce	Georgian PM's ally to win - exit poll	Salvador of Georgia's billionaire PM to be president according polls	4.6
5632	2ba7f473c3da802394243de35	Patient spends third day in hospital	Mandela remains Hospital for 3rd Day	5.0
3526	66421120407986c167db3c098	libyan foreign minister abdel rahman shalgam made first visit by a libyan foreign minister since 1969.	shalgam's plane to london is the first since 1969.	4.2
