	id	sentence1	sentence2	similarity
3197	360f6c837a296282b4a9fb631	he is concerned about the academic performance of Missouri students.	the state's education system needs improvement.	3.2
7876	1dc2484fd26f9c2b5e87f03af	it's a combination of characters and symbols.	the film is also available on YouTube.	0.0
8548	86b874910d0814d065275dfce	the opposition party is expected to gain power.	the opposition leader is likely to win the election.	4.6
5632	2ba7f473c3da802394243de35	his health is a concern for his supporters.	his health condition is still unstable.	5.0
3526	66421120407986c167db3c098	this marks a significant diplomatic breakthrough in relations between the two nations.	it marks a significant diplomatic milestone in the country's relations with the UK.	4.2
699	b8d9fb87639bccb36fbe12635	she is enjoying the moment.	she is seasoning the food.	0.25
6366	771a779614df05d24c6cdf39c	the gate's color is blue.	the gate's color is a vibrant shade of yellow.	1.6
1304	decf0611701dbde3123ad3a19	she is riding a bright red bike.	the sheep is grazing peacefully.	0.0
5120	fc3e4f4cfb7e022d1576fccad	diplomatic efforts aim to ease tensions and sanctions.	diplomats are cautiously optimistic about a breakthrough agreement.	3.8
8563	eca6aefbe664689bd541a699e	the rescue efforts have been officially called off.	more than 2,500 people are feared trapped under the rubble.	3.2
5186	dee0b498d0cea2ff9122361be	a sudden mechanical failure caused the unexpected stop.	a sudden mechanical failure caused the unexpected landing.	5.0
1625	ed1860df84eb5485a6eddba30	they are enjoying a carefree summer day.	they are getting rid of excess water.	0.4
1322	32ec0545d3119aec7938d9730	the trains are in a station.	it is waiting for its next destination.	2.4
1713	4af3d3b992c59752873be1b97	a pack of canine athletes in motion.	they are racing around the track.	4.8
3715	c077aace6641b80f036ea4373	they have not signed the agreement yet.	it has not signed the international agreement.	2.0
896	817c2c7a53bdae17ad0218c33	she is cradling a figurine of a dancing infant.	she is neglecting her parental responsibilities.	1.0
5532	3d8aa8aa84825304d0132134c	the leader of the militant group was eliminated in the attack.	a grand ceremony is planned.	1.6
5404	264a11e6252ff0af3a9eee98f	we are willing to negotiate a new deal.	Iran's leader remains committed to diplomatic efforts.	3.6
3307	59990a77ec71add19269edf30	it has been in receivership since April 1.	it has been undergoing restructuring efforts since then.	4.25
2011	7cf3fe72f353dc283fde2fa1a	the accused will not receive a just verdict.	justice will not be served.	5.0
2263	a304e49af8cde54be05004312	the freeze has been in place for several years.	the freeze has been a relief for many household budgets.	4.8
1531	546b33f8f2c6f1235f8578a45	a joyful scene unfolds.	she is having a joyful time in a vibrant playground.	5.0
6389	8f68718fa8b3a142a397a2a5b	it provides some relevant context.	it combines theoretical and applied aspects of these fields.	0.0
4057	39bba59f944b609b8ce78b6e8	leaders must work together to find a lasting solution.	take decisive action to address the situation.	3.4
4586	a4915da2fe176d92eeb609425	the rescue operation is underway.	she is excited to explore the Himalayas.	0.2
924	676910db4b09dda26a932639d	it's a reckless and dangerous behavior.	they are enjoying their summer vacation.	2.6
695	74aaee558316444c99a6bb7bc	he is doing a workout.	he is doing a weightlifting exercise.	4.2
6899	735f1067ca4ed599867dc6816	the airline's stock price is slightly lower.	the airline's stock price is slightly declining.	2.4
6321	1cf5f2b11464330e3da1f2478	her hair color is a rich, earthy tone.	she is a mature individual.	2.4
4216	b6fc350cdad3c5a9fbf54a4fd	at least 10 miners are confirmed dead.	at least 20 people have lost their lives in the tragic incident.	1.6
3292	3e520dd9f171b043d271e04d6	we've lost touch with each other.	we've lost touch with each other.	3.25
786	4fc2696c5632f9d256f7fd069	he is strolling in the open air.	he is moving his body to the rhythm.	0.75
6209	608e628c11604635dd91d904e	a canine is splashing in the water.	a canine is taking the plunge.	5.0
3837	aaa1e36eeda903743a90e068d	the Shanghai Composite Index ended with modest fluctuations.	the Shanghai Composite Index falls 0.5% at the opening bell.	1.6
5375	ef6a4d0b92404414f686d7f83	show compassion and humanity to those fleeing war and persecution.	the UK government has no intention of accepting Syrian refugees.	2.4
7659	e88fd9c88bf70c2bc235ad82a	a joyful scene unfolds.	are enjoying a sunny day.	4.4
4353	3bc0a3d5ae337cd46ba74201d	at least 28 people have been killed.	at least 39 people have lost their lives in the tragic accident.	0.0
1026	a7ff00599646463af59e893ef	a bovine in a field of forage.	a bovine in a enclosure with forage.	4.0
1828	3af33b35a1ecb3c3e67c509eb	it is strolling along the shoreline.	the beagle's peaceful stroll is a serene scene.	4.4
2381	8cd8102a7f1b59b5888605ffa	he symbolizes the pursuit of pleasure over self-control.	love and forgiveness are more powerful than hate and retaliation.	1.6
8178	823a64354eac593479b0ae56c	it was a significant discovery in the field of astronomy.	it was discovered by LINEAR.	3.75
790	f5f69ffb39f72ae49ca45d0bc	he is sketching geometric shapes.	he is creating a digital artwork.	3.333
1452	87136f395b0d562efb1c876a3	the buses are parked on the street.	it's a convenient mode of transportation.	0.4
4968	9bbb2fadf577c086b1b0460c7	the destruction is catastrophic and widespread.	the disaster has caused widespread destruction and loss of life.	3.6
6102	3a173655a091cf9f93b095cde	is a carefree child on her way to school.	this is a scenic photograph of a child on a bike.	3.8
6437	876afcd794728eec282a4baa9	cook the meat to perfection.	I scald the meat to remove excess fat and bacteria.	1.4
7777	926b77cf0275c5453964acbf2	four individuals are waiting at the entrance.	there are five individuals outside.	3.0
3391	e543be9f1d2d1f84abfe2e9d5	the executives were accused of financial mismanagement.	these executives were penalized for their past actions.	3.444
2382	42c47b55b37d1fbc8974d6ccc	the transaction is legally binding.	the tax is considered settled.	3.8
4692	81e45edf5c820ecb7e45e4128	they were freed as part of a prisoner exchange deal.	they were kidnapped by a militant group.	3.2
7048	ef53a6c58edfd422224571501	Kathryn Joosten's passing leaves a void in the world of television.	Kathryn Joosten's passing marks the end of an era in television.	3.8
2906	cbe938b4bc2c087d36d8382ab	we prioritized fair compensation for all employees.	we aimed to maintain everyone's salary.	4.0
6905	14377980315058664697ff183	they utilized their mobile devices to contact their loved ones.	please conserve battery life and avoid distractions.	3.0
6432	8edf00fb73545f92f50172ac7	my freezer preservation techniques are effective.	the storage conditions will affect the shelf life.	1.6
4899	ac5afe1bb6d7f794644ad364f	he will argue that he acted in self-defense.	he faces a long and difficult legal battle ahead.	2.0
1612	8d17e8777a7d25eb0fd854315	they are making a humorous statement.	they are ignoring the ski resort's rules.	4.4
7910	44969f93a907eb6a45dd7ec98	the acidity of the coffee reacts with the metal.	regularly descale the coffee machine to maintain its performance.	1.0
3241	b3b2d2e5b71b8b0cd96869174	the Middle East peace talks will take place in Aqaba on Wednesday.	a Middle East peace summit will take place in Aqaba, Jordan.	5.0
4897	f5049269258ba7c3071ea61e6	he is taking a strong stance against the rumors.	he is defending his reputation and personal integrity.	4.0
94	7e4d90da367911dee05664902	he is defying gravity.	he is having a conversation.	0.8
2071	a65d11876fa8b00d909b36b7e	the essence of existence is a complex interplay of biological, emotional, and cognitive processes.	the natural world that surrounds us.	1.2
8012	e67028161bb1bc31031a422ce	you are responsible for your own tasks.	collaborate on finding a solution.	2.0
8020	63468ecf3f9e4d8da436e363a	it may not be the most effective solution.	it's just a setback, and you can always find a new opportunity.	2.0
5339	69392952f35d9a81544ec0c45	world leaders have reached a historic agreement.	a major diplomatic breakthrough has been achieved.	3.6
8601	9054d0160913b0af8b3cf90e9	the strike aimed to disrupt Syria's weapons supply.	was meant to disrupt Iran's military buildup in the region.	5.0
3871	78c72f261d6a7f0d3ba496b6f	I was unfairly targeted by the media.	he will face tough questions from the committee members again.	1.2
1309	4eb9b219ef09e5739db63b380	a simple yet picturesque scene unfolds.	a majestic bovine is grazing in a lush meadow.	3.8
7489	2f491f6f9f25c920700b264d8	he is engaging in physical activity.	he is exercising his upper body strength.	3.2
3695	7c8756d512f41cacdcfa36558	the ratification stalemate persists due to ongoing territorial disputes.	Russia's military presence in the region remains a major obstacle to treaty ratification.	3.6
6822	3725358640cbe77d5912f9710	his commitment to ER has been unwavering.	his contract with Warner Bros. TV has been extended for another year.	3.8
6040	e053499a3d0247bd52549fce2	the dog's loyalty is unwavering.	it's a popular spot for graffiti.	0.0
8618	7e415be2f69f5eb1d53b89973	the service will be held at the city's historic Cathedral Quarter.	a memorial service is held to honor his memory.	0.0
4814	aaa05fe8d0a654d33ee42c1a1	being disposed of through international cooperation.	the chemical weapons will be safely disposed of.	2.4
3775	a31c0e7d996c4eca67bc8aec2	the government will implement new stimulus policies.	the government will focus on stimulating economic growth.	3.2
7993	22af1cc831e3aa73549f84b4a	it's better to ask for help than to risk making a mistake.	the software is not compatible.	1.0
5347	12b70af1aab2294fe74c0dde1	there was a lack of clear communication among crew members.	passengers were unsure of what to do during the emergency.	3.6
8146	5eb031cde691dfb053c4ad92f	he had a strong performance on the ice.	he was the team's top scorer and playmaker.	3.0
51	4524c161bd6620be532c98f85	he is making music.	he is a music enthusiast.	4.4
2306	c5e1d2287219bf0917966f057	the origin of the universe is attributed to a higher power.	the concept of God is the universe's own explanation of its existence.	3.6
3007	74204e9be1d42886b94f860e4	there are 150 lawmakers in total.	the political landscape is divided.	2.0
4255	66e10e5df8348b2f5bdbee1cd	the market trends were quite volatile that day.	the market trends were relatively stable.	2.2
133	e7498f3ac57dea46402bcc088	he was enjoying the warm weather.	he is enjoying the warm weather.	3.8
3776	65456f974472e8021cf9bc855	the economic impact of natural disasters is significant.	it will not affect any landmasses.	1.0
7779	6f9dc2f7d8dc87859584ade7c	he is conducting a pottery class.	the conversation is ongoing.	0.6
1532	7a99419bfabf96820b08ba163	a veteran is parked in his vehicle.	she is participating in a recreational activity at an outdoor festival.	0.0
3218	431277f196c9da05d3ce1ba12	the S&P 500 Index declined 1.19%.	the stock market index fell 1.01%.	0.8
381	fd7e9335aeba43f4a001c96f4	the officer's commands were loud and clear.	they are undergoing training.	2.5
3050	849c8a6e5f0a91aaee4095926	she suffered a traumatic experience at the hands of the accused.	she was a victim of sexual abuse by a guard during the 1998 incident.	4.0
2570	82661e794333005c76d8492c1	the 30-year bond yield increased by 0.08 percentage points.	its value has increased by 0.04%.	1.8
6563	c2f215020eb5e895e2f495ee1	it's possible that you misread or misinterpreted the information.	it's a fun and safe way to cool down on a hot summer day.	1.4
4061	c95df5c3844e70faa0da9f869	a humanitarian crisis has unfolded in the region.	a tragic loss for the humanitarian community.	2.2
4959	7a939badb2eb4da29f2a07572	it prefers to maintain its isolationist stance.	it's a provocative move to test international relations.	1.2
5924	d1cc8f04c2634af01c70f3976	he's adding a dairy delight to his meal.	he is adding a topping to the pizza.	4.2
2345	213fd83f2f7fc8e08454bcd12	it is essential to clarify the inquiry.	the truth is yet to be revealed.	3.2
2088	0963735c79246c78b198236e4	we need additional resources and support.	your contribution is crucial to our success.	3.6
5788	41019e756726d3518317536cd	he is shooting hoops.	he is creating beautiful music.	1.4
1365	b2f2ee0d8bfd0bbb774892af8	a commercial airliner is preparing for takeoff.	it is preparing for takeoff.	4.8
8438	7ff1e44f28f81475adbe71204	issued due to corruption allegations.	the former president is now a fugitive.	4.5
